,que mi hermanito grita mucho,n_similarities,2dim,5dim,10dim,20dim,50dim,eval_og
819,que el nino es muy griton,0.53251815,-0.41462427,0.2728505,-0.001816213,0.000125468,0.000342131,3
820,que es una persona que siempre grita.,0.6832276,0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
821,puede ser que el hermanito este pequeno y nunca deja de llorar y gritar por todo lo que le hacen o le pasa.,0.64105296,0.9999738,0.5538459,0.41230232,0.30774584,0.2905715,3
822,porque no para de gritar o de molestar,0.53312504,-0.47650182,0.066056415,0.001023427,-0.00040379,0.000151202,3
823,que su hermano grita mucho.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
824,una persona gorda que grita mucho,0.69753826,0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
825,"que grita por todo, cada que rebota",0.63950753,0.9952016,0.81723773,0.71040255,0.7067036,0.6343818,3
826,porque el grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
827,que por cualquier cosa llora y grita,0.69444525,0.9952023,0.83757603,0.49299952,0.49426344,0.4927146,3
828,que se la pasa gritando.,0.5433742,-0.5132432,0.15322389,-0.000150247,-5.30E-05,0.000148974,3
829,talvez que sienpre esta corriendo o no se esta em paz,0.42109206,0,0,0,0,0,3
830,porque esta chiquito grita mucho,0.60960156,0.995479,0.8198994,0.72121966,0.7148152,0.68719655,3
831,que tu hermano no para de gritar y es un escandaloso.,0.48061216,-0.06654528,-0.08110536,-0.002170589,-0.003071789,0.00056172,3
832,que es un nino muy griton,0.53251815,-0.41462427,0.2728505,-0.001816213,0.000125468,0.000342131,3
833,es un nino muy griton,0.53251815,-0.41462427,0.2728505,-0.001816213,0.000125468,0.000342131,3
834,su hermano grita todo el tiempo y es una pelota porque se esta ocupando como una alternativa,0.5932262,0.6598271,0.44950983,0.41227862,0.4118954,0.41047364,3
835,mi hermano es muy escandaloso,0.2716431,-0.04945445,-0.089362964,-0.004715074,-0.004454553,-9.37E-05,3
836,que a cada rato esta gritando,0.5909085,-0.45646414,0.15344857,0.00012565,-0.001140289,7.62E-05,3
837,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
838,por que no se calla,0.4064448,0,0,0,0,0,3
839,que tu hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
840,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
841,su hermano solo grita,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
842,esta lleno de gritos,0.555838,-0.04889354,0.06389915,0.07628063,-0.000353306,-0.002143283,3
843,llora o grita mucho,0.6082816,0.99488807,0.83772904,0.5005956,0.50180143,0.50112516,3
844,"describe como es el hermano,quiere decir que grita mucho",0.604249,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
845,que solo grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
846,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
847,que su hermano menor grita mucho,0.59977597,0.66407895,0.5066729,0.5000041,0.49947488,0.40897202,3
848,que esta lleno de gritos listos para salir,0.6319093,-0.04889354,0.06389915,0.07628063,-0.000353306,-0.002143283,3
849,que esta molestando,0,0,0,0,0,0,2
850,que es muy escandaloso o ruidoso,0.3386072,-0.42030925,-0.17095146,0.08241875,-0.0011198,0.000284295,3
851,porque tal vez tu hermano es un griton y es lo unico que hace,0.38569343,-0.14948976,0.051427737,0.001171693,0.000101462,6.22E-05,3
852,significa que es una persona que grita demasiado,0.6621769,0.9943563,0.8041786,0.5142721,0.4771922,0.42199665,3
853,significa que su hermano es muy escandaloso,0.33178198,-0.047142684,-0.087862805,-0.009245902,-0.008837163,-0.000521239,3
854,se refiere a que su hermano siempre grita,0.6880405,0.6628206,0.5129143,0.50133747,0.41777018,0.4115937,3
855,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
856,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
857,que al ser pequeno llora y grita mucho,0.6402359,0.9944377,0.8496519,0.49822724,0.42747417,0.41163823,3
858,que grita mucha probablemente porque es menor,0.6943135,0.9948994,0.8119159,0.71271664,0.7086093,0.501426,3
859,que su hermano es muy griton,0.33011976,-0.14948976,0.051427737,0.001171693,0.000101462,6.22E-05,3
860,un nino gordo que hace mucho ruido,0.4362051,0.9511777,0.6270286,0.016122214,0.002210405,0.000634734,3
861,que siempre esta gritando,0.5244153,-0.51134896,0.14512928,-0.002803262,-0.00037792,-0.000597566,3
862,pq se espanta muy facil y salta al mismo tiemmpo que gfrita,0.6188787,0.99000925,0.42298776,0.22914112,0.17409942,0.04790451,3
863,que grita muy fuerte y grita todo el tiempo.,0.60816634,0.9954814,0.8139067,0.70928246,0.7044839,0.64369375,3
864,que su hermano tiende a gritar mucho,0.52997494,-0.057807058,-0.07482973,-0.000295531,0.000172885,0.000755303,3
865,que se refieren a que la pelota representa su hermano y como su hermano grita mucho esa es la accion que representa a su hermano,0.5151861,0.27578145,0.17172289,0.2035015,0.2024529,0.18646374,3
866,"su hermano debe ser un nino pequeno, y por lo general los ninos pequenos gritan cuando hacen berrinches. tambien puede ser un bebe su hermano y pues los bebes lloran.",0.6235226,-0.024246335,-0.017713794,0.010788818,0.001395329,0.000867061,3
867,porque esta gordo y grita demasiado,0.5093061,0.99496603,0.8349745,0.7232153,0.51983523,0.5044687,3
868,la pelota significa su impratividad osea como *rebotar* y los gritos representa el ruido que hace,0.4912603,0.27305523,0.041547094,0.010754712,-0.003975419,-1.46E-05,1
869,que su hermano no deja de gritar,0.45982927,-0.061121434,-0.0690834,0.002486989,8.20E-05,-0.000151397,3
870,gritan mucho,0.57884085,-0.46977428,-0.10328539,-0.016626813,-0.004308017,0.001023797,3
871,que grita demaciado,0.6288184,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
872,que el nino grita mucho tiempo continuo.,0.6807871,0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
873,significa que su hermano llora y gritos mucho,0.43722755,0.005260527,0.002049561,0.01194616,-0.002440669,-1.30E-05,3
874,que su hermano es muy griton,0.33011976,-0.14948976,0.051427737,0.001171693,0.000101462,6.22E-05,3
875,que se grita siempre llora y grita.,0.6334134,0.99515593,0.826847,0.63404596,0.6340952,0.6333894,3
876,"que su hermano es muy desastroso, que grita mucho",0.5805484,0.66241646,0.50918704,0.50027084,0.49937394,0.47469527,3
877,que el hermano del autor es alguien que se expresa mucho y de manera demandante.,0.44651473,-0.03643635,-0.07598792,-0.008744046,-0.001901936,-0.002141766,3
878,"su hermano se grita y trata como pelota(salta, bota)",0.60339445,0.66432184,0.5073215,0.49959418,0.4995093,0.49862546,3
879,que es muy escandaloso,0.23753607,-0.49071535,-0.37589234,-0.069461375,-0.011570905,-9.20E-05,3
880,que el hermano grita mucho.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
881,el molesta facilmente,0.6288276,-0.48766145,0.108682945,-0.05336124,-0.020419307,-0.005236127,3
882,su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
883,que su hermano grita mucho,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
884,quiere decir que siempre pega gritos,0.41828978,-0.04560846,0.06525315,0.07751672,0.00214906,0.000879943,3
885,una persona que grita,0.6832276,0.99475455,0.80474293,0.5302667,0.5162337,0.500969,3
886,el hermano que grita.,0.5216429,0.66490877,0.50910157,0.501273,0.50064725,0.5004216,3
887,que es alguien que no para de gritar,0.5282137,-0.3544009,0.1207317,-0.002733788,-0.001227789,0.001727238,3
888,"quiere decir que los hermanos se gritan y lloran porque son menores en las casas, y se comparo en una pelota.",0.60182977,0.34453747,0.028624486,-0.015973315,-0.007722527,0.001002982,3
889,that maybe her sister always screams to her,0,-0.17039621,-0.042895474,-0.10105095,-0.019673139,0.001932537,3
890,que es un bebe que grita mucho,0.6059413,0.9950042,0.8245461,0.7319771,0.60582817,0.50756854,3
891,que siempre esta gritando,0.5244153,-0.51134896,0.14512928,-0.002803262,-0.00037792,-0.000597566,3
892,que no deja de gritar,0.5002077,-0.4749925,0.099942654,0.005135207,0.000177009,-0.000157073,3
893,mi hermanito grita mucho.,0.8323351,0.99999994,1,1,1,1,3
894,puede significar que el hermano es ruidoso.,0.24848753,-0.04174477,-0.07999456,0.006298203,0.00239992,0.000319695,3
895,que grita mucho,0.58479303,0.99542797,0.815106,0.71300906,0.708673,0.70789766,3
896,"esta usando la palabra pelota para todo, asi ue podemos pensar que su hermanito simplemente es muy griton",0.6806128,0.26897907,0.43812466,0.40752733,0.40484905,0.40157145,3
897,es un nino que grita mucho,0.67964834,0.99515414,0.8884622,0.50297177,0.5022851,0.5018149,3
